source_id,ra,dec,nss_solution_type,label_crossmatch,period,eccentricity,inclination,parallax_over_error,ruwe,astrometric_chi2_al,astrometric_excess_noise,visibility_periods_used,phot_g_mean_mag,arg_periastron_sin,arg_periastron_cos
5348132584523079680,171.6808296658973,-53.44089345017996,SB1,0,378.18037527057146,0.3248050867646042,0.0,25.988234,1.0873214,758.95135,0.06341387,28.0,12.303449,0.3905013081531786,-0.9206023725423785
6379983187301286144,357.8637184225926,-73.38296869806139,SB1,0,42.84084387605605,0.1831242957177455,0.0,72.916756,1.0862286,575.2352,0.07839282,27.0,12.550739,-0.8268901437234598,-0.5623634858461171
2741427047502072960,4.173909343478578,4.867692025069943,SB1,0,21.6885067031133,0.0407763292290165,0.0,84.58451,1.1267157,795.9528,0.0981452,17.0,11.95967,-0.8816731644683027,0.47186060553562764
5579259141387029888,102.81135646055247,-35.51384487470803,EclipsingBinary,0,0.2889770865440368,0.0,77.75318645470017,19.21784,1.0233816,370.67606,0.0,27.0,15.97941,0.0,1.0
6384761050655554304,343.08804218066655,-69.27512819914038,SB1,0,1007.773090464164,0.1981622846796376,0.0,34.82898,1.217143,1943.2643,0.14662863,27.0,11.394543,-0.791058041103037,0.6117411017793604
2753887713996029056,2.4502098042131144,11.293590178852766,SB1,0,69.35854068352963,0.1591308355232082,0.0,24.398012,1.0758071,499.26474,0.092677064,15.0,11.882575,-0.6044875178695519,0.7966146124318259
5461343597413647232,156.56441641794703,-30.27617928381056,SB1,0,11.603742410100688,0.0618313891709411,0.0,146.46367,1.2611198,2463.9775,0.1336923,17.0,10.697124,-0.14282879257417597,0.9897474102071715
6021110533424117760,249.4629655261008,-34.376026448063925,EclipsingBinary,0,0.3863709270954132,0.0,74.48968791832222,10.406201,0.9632158,227.55737,0.0,16.0,15.973778,0.0,1.0
5908142031531675008,223.7243797369996,-43.632367274879,SB1,0,2.278487858608363,0.22612786958644,0.0,79.04248,1.0801344,541.0752,0.07376826,12.0,12.387919,-0.7474995561772084,0.6642623077631882
2887564447917881856,89.51539863733409,-35.800560261017296,OrbitalTargetedSearch,0,7.261526084315204,0.0397813311722042,0.0,636.867,1.1907033,2569.0464,0.26717517,29.0,8.136545,0.0,1.0
6862174290836369792,309.5420250049965,-16.882882453768023,SB1,0,20.22645318378155,0.03164803675695,0.0,41.442474,1.2472405,1352.117,0.14616859,17.0,11.452314,-0.2217418219643211,-0.9751054119385982
5807770260732750976,249.99171026621005,-70.85629401991335,SB1,0,202.4740310534488,0.0346743265994055,0.0,24.382914,0.96867085,892.75793,0.06290279,27.0,11.901071,0.4408970696701478,-0.89755767166031
